,City,Lat,Lng,Temp (C),Humidity,Cloudiness,Wind_Speed (kmph),Date,Country
301,Pacific Grove,36.62,-121.92,23.890000000000043,57,0,1.62,1601610358,US
302,Jacksonville,30.33,-81.66,22.0,68,75,9.360000000000001,1601610314,US
303,Ulladulla,-35.35,150.47,27.0,33,0,9.360000000000001,1601610527,AU
304,Upernavik,72.79,-56.15,-5.159999999999968,91,3,27.648,1601610528,GL
305,Pomabamba,-8.83,-77.47,9.920000000000016,75,54,5.688000000000001,1601610529,PE
306,Lakes Entrance,-37.88,147.98,27.78000000000003,33,0,11.268,1601610530,AU
307,Poronaysk,49.22,143.12,12.57000000000005,66,0,10.8,1601610532,RU
308,Saldanha,-33.01,17.94,11.0,87,96,11.16,1601610533,ZA
309,Shar'ya,58.37,45.51,8.82000000000005,90,76,4.068,1601610535,RU
310,São João da Barra,-21.64,-41.05,23.390000000000043,84,8,31.392000000000003,1601610536,BR
311,Kabompo,-13.59,24.2,19.260000000000048,51,50,3.9600000000000004,1601610537,ZM
312,Maragogi,-9.01,-35.22,23.510000000000048,83,54,14.796000000000001,1601610405,BR
313,Geraldton,-28.77,114.6,22.0,46,40,12.96,1601610541,AU
314,Zabul Province,32.25,67.25,15.160000000000025,30,0,12.312,1601610541,AF
315,Galle,6.04,80.22,27.960000000000036,75,93,20.808,1601610341,LK
316,Guozhen,34.37,107.36,12.189999999999998,78,100,4.896000000000001,1601610543,CN
317,Wadi Maliz,36.47,8.55,16.0,82,28,3.636,1601610545,TN
318,Iquitos,-3.75,-73.25,24.0,94,83,2.8080000000000003,1601610547,PE
319,Grafton,42.21,-71.69,14.439999999999998,66,1,9.360000000000001,1601610547,US
320,Tazovsky,67.47,78.7,6.2000000000000455,90,100,18.612000000000002,1601610549,RU
321,Eyl,7.98,49.82,26.24000000000001,72,28,20.448,1601610549,SO
322,Saint-Pierre,-21.34,55.48,24.0,57,0,5.4,1601610550,RE
323,Paredon,16.03,-93.87,25.680000000000007,66,52,27.18,1601610553,MX
324,Khanbari,27.37,87.2,27.720000000000027,53,2,3.744,1601610553,NP
325,Cangzhou,38.32,116.87,21.090000000000032,23,68,20.988,1601610555,CN
326,Itararé,-24.11,-49.33,23.200000000000045,49,76,2.16,1601610556,BR
327,Neulengbach,48.2,15.9,10.560000000000002,98,60,3.204,1601610557,AT
328,Isangel,-19.55,169.27,23.0,88,90,18.36,1601610372,VU
329,Portland,45.52,-122.68,20.0,77,75,7.5600000000000005,1601610497,US
330,Villarrica,-25.75,-56.43,27.600000000000023,32,5,7.848000000000001,1601610559,PY
331,Sarh,9.14,18.39,23.0,94,58,4.896000000000001,1601610560,TD
332,Fougamou,-1.22,10.58,22.49000000000001,87,100,3.024,1601610561,GA
333,Klaksvík,62.23,-6.59,11.0,93,99,37.080000000000005,1601610565,FO
334,Samaná,19.21,-69.34,26.850000000000023,83,22,20.916,1601610565,DO
335,Fort Nelson,58.81,-122.7,14.0,64,20,5.4,1601610567,CA
336,Maku,39.29,44.45,16.060000000000002,49,8,7.308,1601610568,IR
337,Bose,45.46,8.01,15.560000000000002,96,100,6.444,1601610569,IT
338,Kantunilkín,21.09,-87.45,24.0,100,90,9.360000000000001,1601610572,MX
339,Brownwood,31.71,-98.99,18.0,39,75,7.5600000000000005,1601610393,US
340,Tabou,4.42,-7.35,24.470000000000027,89,98,13.895999999999999,1601610574,CI
341,Mastic Beach,40.77,-72.85,17.78000000000003,87,75,8.496,1601610576,US
342,Pisco,-13.7,-76.22,17.220000000000027,82,4,16.56,1601610305,PE
343,Erzurum Province,40.0,41.5,6.0,100,40,3.6,1601610579,TR
344,Hirara,24.8,125.28,30.0,74,75,25.92,1601610580,JP
345,Nouakchott,18.09,-15.98,30.0,28,4,24.12,1601610581,MR
346,Heidenheim,48.68,10.15,10.560000000000002,87,100,5.867999999999999,1601610582,DE
347,Mazagão,-0.12,-51.29,27.0,88,20,7.5600000000000005,1601610582,BR
348,Bandarbeyla,9.49,50.81,25.430000000000007,82,33,23.724,1601610583,SO
349,Kununurra,-15.77,128.73,36.0,37,75,14.76,1601610584,AU
350,Goma,-1.68,29.22,16.33000000000004,77,4,4.14,1601610586,CD
351,Monrovia,6.3,-10.8,25.30000000000001,87,100,13.716000000000001,1601610588,LR
352,Araouane,18.9,-3.53,33.68000000000001,27,0,12.888,1601610590,ML
353,Skibbereen,51.55,-9.27,7.0,87,75,27.720000000000002,1601610592,IE
354,Kataysk,56.29,62.58,10.460000000000036,83,99,12.06,1601610593,RU
355,Bathsheba,13.22,-59.52,28.0,74,20,24.12,1601610593,BB
356,Mbuji-Mayi,-6.15,23.6,21.260000000000048,92,99,4.14,1601610595,CD
357,Kamenka,51.32,42.77,8.330000000000041,70,99,20.16,1601610600,RU
358,Verkhnyaya Tura,58.36,59.82,9.890000000000043,80,54,10.548,1601610600,RU
359,Abu Kamal,34.45,40.92,22.78000000000003,43,61,18.864,1601610604,SY
360,Lagoa,39.05,-27.98,20.310000000000002,82,100,22.536,1601610605,PT
361,Āmol,36.47,52.35,19.920000000000016,54,0,2.232,1601610606,IR
362,Svetlaya,46.54,138.33,14.210000000000036,71,95,12.168,1601610607,RU
363,Riachão do Jacuípe,-11.81,-39.39,19.57000000000005,94,14,8.064000000000002,1601610608,BR
364,Pitimbu,-7.47,-34.81,24.0,88,75,9.360000000000001,1601610609,BR
365,Srandakan,-7.94,110.25,31.670000000000016,52,44,24.48,1601610610,ID
366,Carutapera,-1.2,-46.02,25.05000000000001,85,48,12.6,1601610614,BR
367,Chokwé,-24.53,32.98,21.57000000000005,77,87,19.08,1601610616,MZ
368,Arlit,18.74,7.39,32.900000000000034,25,78,10.476,1601610617,NE
369,Bon Accord,53.83,-113.42,13.0,62,20,9.360000000000001,1601610618,CA
370,Qianjiang,30.42,112.89,20.600000000000023,93,100,10.908,1601610623,CN
371,Kapit,2.02,112.93,33.56,50,59,4.716,1601610623,MY
372,Adré,13.47,22.2,22.900000000000034,71,30,1.512,1601610625,TD
373,Lata,40.16,-8.33,17.78000000000003,95,100,19.296000000000003,1601610626,PT
374,Nizhnevartovsk,60.93,76.55,7.0,100,68,10.8,1601610521,RU
375,Shamary,57.34,58.22,8.900000000000034,83,46,4.068,1601610629,RU
376,Kirakira,-10.45,161.92,28.77000000000004,66,17,11.376000000000001,1601610634,SB
377,Kyrylivka,46.38,35.37,17.180000000000007,79,3,9.972,1601610636,UA
378,Marabu,4.41,114.01,28.0,78,40,5.4,1601610532,MY
379,Kyren,51.68,102.14,2.590000000000032,73,100,3.9600000000000004,1601610637,RU
380,Cockburn Town,21.46,-71.14,29.04000000000002,79,63,36.324,1601610643,TC
381,Flinders,-34.58,150.86,25.560000000000002,43,0,6.444,1601610646,AU
382,Merauke,-8.47,140.33,29.100000000000023,58,10,35.532,1601610649,ID
383,Mayrtup,43.2,46.13,11.0,81,91,14.4,1601610650,RU
384,Fort Frances,48.6,-93.4,3.0,74,90,12.96,1601610653,CA
385,Pervoye Maya,56.16,44.72,3.0,100,81,4.248,1601610655,RU
386,Nishihara,26.18,127.76,30.0,55,40,20.52,1601610656,JP
387,Chapais,49.78,-74.85,2.0,93,1,7.5600000000000005,1601610460,CA
388,Vao,-22.67,167.48,21.260000000000048,70,8,20.808,1601610657,NC
389,Sabha,27.04,14.43,24.890000000000043,32,0,9.395999999999999,1601610661,LY
390,Vostok,46.49,135.88,12.79000000000002,56,98,9.324,1601610663,RU
391,Nhulunbuy,-12.23,136.77,31.0,48,40,27.720000000000002,1601610663,AU
392,Biak,-0.91,122.88,29.430000000000007,65,82,16.416,1601610664,ID
393,Alīganj,27.5,79.18,29.510000000000048,41,0,2.8440000000000003,1601610666,IN
394,Orlik,52.52,99.83,-1.6099999999999568,77,100,8.892000000000001,1601610668,RU
395,Orda,57.2,56.91,9.78000000000003,82,26,4.932,1601610672,RU
396,Muros,42.78,-9.06,14.439999999999998,86,100,9.648000000000001,1601610672,ES
397,Leander,30.58,-97.85,21.670000000000016,52,1,16.56,1601610673,US
398,Deputatsky,69.3,139.9,-1.9099999999999682,90,97,4.5,1601610678,RU
399,Wagar,16.15,36.2,28.420000000000016,52,69,12.744,1601610679,SD
400,Selianitika,38.28,22.03,16.0,82,40,7.5600000000000005,1601610680,GR
401,Paracatu,-17.22,-46.87,20.5,35,0,3.3480000000000003,1601610683,BR
402,Longkou,37.65,120.33,19.640000000000043,44,75,18.576,1601610684,CN
403,Priladozhskiy,59.85,31.48,6.110000000000014,83,57,11.196,1601610685,RU
404,Moche,-8.17,-79.01,16.120000000000005,88,51,11.700000000000001,1601610686,PE
405,Fairlie,55.76,-4.86,3.0,100,40,1.8,1601610687,GB
406,Ayagoz,47.97,80.44,5.760000000000048,63,0,26.172,1601610691,KZ
407,Tromsø,69.65,18.96,6.0,100,90,33.480000000000004,1601610693,NO
408,Punto Fijo,11.7,-70.2,28.57000000000005,77,87,33.443999999999996,1601610694,VE
409,Trn,44.86,17.24,12.0,93,76,12.96,1601610694,BA
410,Rafrāf,37.19,10.18,16.0,87,20,3.6,1601610695,TN
411,Zhangaözen,43.3,52.8,12.350000000000023,45,0,22.896,1601610696,KZ
412,Cabo San Lucas,22.89,-109.91,29.0,66,5,5.4,1601610698,MX
413,Port Hawkesbury,45.62,-61.35,12.220000000000027,100,40,5.4,1601610699,CA
414,Tegul'det,57.31,88.17,4.07000000000005,74,56,7.596,1601610703,RU
415,Dzerzhinsk,56.24,43.46,3.0,100,92,5.508,1601610704,RU
416,Sept-Îles,50.2,-66.38,5.0,100,40,7.5600000000000005,1601610534,CA
417,Great Bend,38.36,-98.76,10.0,60,1,7.704000000000001,1601610705,US
418,San Francisco,37.77,-122.42,24.0,41,40,16.56,1601610185,US
419,Solnechnyy,50.72,136.63,13.910000000000025,53,27,6.696000000000001,1601610706,RU
420,Lumina,44.28,28.57,12.0,87,0,11.16,1601610706,RO
421,Mali,12.08,-12.3,16.060000000000002,100,100,8.496,1601610708,GN
422,Grand Gaube,-20.01,57.66,24.439999999999998,67,0,4.824000000000001,1601610709,MU
423,Japura,-0.32,102.35,33.23000000000002,54,54,4.068,1601610710,ID
424,Cayenne,4.93,-52.33,24.0,100,31,3.6,1601610711,GF
425,Andenes,69.31,16.12,7.0,93,49,5.4,1601610712,NO
426,Zemio,5.03,25.14,20.180000000000007,96,95,2.52,1601610715,CF
427,Lagos,6.58,3.75,24.04000000000002,90,62,5.472,1601610122,NG
428,Przasnysz,53.02,20.88,13.890000000000043,87,75,11.16,1601610718,PL
429,Mulino,56.29,42.92,3.0,100,94,5.9399999999999995,1601610719,RU
430,Hobyo,5.35,48.53,25.939999999999998,80,10,25.704,1601610720,SO
431,Mount Gambier,-37.83,140.77,25.0,44,0,25.92,1601610539,AU
432,Viedma,-40.81,-63.0,5.920000000000016,61,100,17.676000000000002,1601610721,AR
433,Chāndpur,29.15,78.27,28.27000000000004,51,0,3.708,1601610721,IN
434,Cabedelo,-6.98,-34.83,24.0,88,75,9.360000000000001,1601610708,BR
435,Nome,64.5,-165.41,10.0,81,90,24.12,1601610563,US
436,Maceió,-9.67,-35.74,23.0,88,75,1.8,1601610714,BR
437,Charlestown,-32.95,151.67,26.110000000000014,19,0,18.36,1601610730,AU
438,Olafsvik,64.89,-23.71,6.210000000000036,70,53,24.012,1601610731,IS
439,Santo Antônio do Içá,-3.1,-67.94,21.670000000000016,98,100,1.836,1601610732,BR
440,Juba,4.85,31.58,20.900000000000034,88,11,4.5360000000000005,1601610733,SS
441,Martapura,-3.42,114.85,33.0,59,40,11.16,1601610733,ID
442,Sørland,67.67,12.69,12.0,71,0,14.76,1601610734,NO
443,São José da Coroa Grande,-8.9,-35.15,23.75,84,54,15.912,1601610736,BR
444,Talnakh,69.49,88.4,2.0,100,75,3.6,1601610737,RU
445,Tomatlán,19.93,-105.25,24.480000000000018,94,0,3.384,1601610741,MX
446,Alofi,-19.06,-169.92,27.0,83,75,7.5600000000000005,1601610742,NU
447,Piney Green,34.72,-77.32,21.110000000000014,77,1,9.360000000000001,1601610742,US
448,Necochea,-38.55,-58.74,7.220000000000027,75,1,12.888,1601610743,AR
449,Ninotsminda,41.26,43.59,8.0,75,27,12.348,1601610744,GE
450,Sunrise Manor,36.21,-115.07,31.0,9,1,11.16,1601610744,US
451,Manta,-0.95,-80.73,22.0,83,40,18.36,1601610746,EC
452,Ambon City,-3.7,128.18,31.0,62,20,18.36,1601610748,ID
453,Moussoro,13.64,16.49,29.220000000000027,46,0,11.376000000000001,1601610748,TD
454,Voss,60.62,6.42,15.560000000000002,63,100,4.824000000000001,1601610749,NO
455,Oranjemund,-28.55,16.43,12.160000000000025,84,0,18.684,1601610749,NA
456,Marzuq,14.4,46.47,24.090000000000032,52,0,5.796,1601610750,YE
457,Half Moon Bay,37.46,-122.43,24.0,69,75,4.968,1601610453,US
458,Maracaju,-21.61,-55.17,28.620000000000005,29,25,2.592,1601610752,BR
459,Sardārshahr,28.43,74.48,33.01000000000005,12,0,12.78,1601610756,IN
460,Mujiayingzi,42.12,118.78,13.430000000000007,38,0,20.988,1601610758,CN
461,Tak,16.58,98.83,34.44,78,40,2.664,1601610760,TH
462,Lavrentiya,65.58,-171.0,3.5400000000000205,88,100,19.224,1601610760,RU
463,Bridlington,54.08,-0.19,5.560000000000002,100,36,1.8,1601610761,GB
464,Nanortalik,60.14,-45.24,3.920000000000016,85,100,27.0,1601610764,GL
465,Tuatapere,-46.13,167.68,15.560000000000002,55,100,17.712,1601610765,NZ
466,Taoudenni,22.68,-3.98,30.930000000000007,13,0,2.4120000000000004,1601610766,ML
467,Kaeo,-35.1,173.78,16.670000000000016,64,80,14.472,1601610767,NZ
468,College,64.86,-147.8,17.0,59,75,9.360000000000001,1601610768,US
469,Tashtagol,52.77,87.89,2.670000000000016,90,99,2.088,1601610771,RU
470,Verāval,20.9,70.37,28.29000000000002,76,70,16.092,1601610772,IN
471,Asău,46.43,26.4,6.670000000000016,97,97,7.416,1601610775,RO
472,Zambezi,-13.54,23.1,22.410000000000025,55,45,6.012,1601610778,ZM
473,Baghmara,23.8,86.21,29.129999999999995,69,100,7.272,1601610779,IN
474,Limbang,4.75,115.0,31.0,70,75,11.16,1601610781,MY
475,Warmbad,-28.45,18.73,4.830000000000041,89,40,14.688,1601610782,NA
476,Malakal,9.53,31.66,21.640000000000043,90,4,4.5360000000000005,1601610783,SS
477,Puerto Madryn,-42.77,-65.04,4.480000000000018,60,72,28.08,1601610651,AR
478,Oussouye,12.48,-16.55,25.0,100,83,3.6,1601610788,SN
479,Sabang,5.89,95.32,28.49000000000001,77,90,32.364000000000004,1601610789,ID
480,La Palma,33.85,-118.05,29.0,39,1,7.5600000000000005,1601610790,US
481,Entebbe,0.06,32.45,20.0,88,20,9.360000000000001,1601610791,UG
482,Warrnambool,-38.38,142.48,25.0,53,0,12.888,1601610793,AU
483,Bonavista,48.65,-53.11,15.0,78,97,6.444,1601610732,CA
484,Mahābaleshwar,17.92,73.67,19.55000000000001,100,97,5.292,1601610798,IN
485,Lerwick,60.15,-1.15,13.0,82,100,46.440000000000005,1601610799,GB
486,Cap Malheureux,-19.98,57.61,24.439999999999998,67,1,4.824000000000001,1601610800,MU
487,Zhalantun,48.0,122.72,10.5,76,100,6.768,1601610804,CN
488,Salantai,56.07,21.57,11.0,87,0,12.96,1601610806,LT
489,Clyde River,70.47,-68.59,-2.0,100,90,35.28,1601610689,CA
490,Valparaíso,-33.04,-71.63,8.160000000000025,81,0,14.616,1601610767,CL
491,Seoul,37.57,126.98,23.0,56,90,21.456,1601610492,KR
492,Ambunti,-4.24,142.84,27.120000000000005,73,100,5.04,1601610812,PG
493,Vangaindrano,-23.35,47.6,21.960000000000036,84,8,3.528,1601610812,MG
494,Baracoa,20.35,-74.5,27.180000000000007,85,63,10.944,1601610815,CU
495,Denizli Province,37.84,29.07,6.0,75,0,1.9080000000000001,1601610816,TR
496,Rocha,-34.48,-54.33,9.980000000000018,79,0,15.588000000000001,1601610746,UY
497,Jasper,37.2,-94.35,10.0,57,1,5.9399999999999995,1601610558,US
498,Mackay,-21.15,149.2,27.0,61,96,25.92,1601610824,AU
499,Najrān,17.49,44.13,20.0,22,0,1.584,1601610825,SA
500,Bull Savanna,17.89,-77.59,25.480000000000018,88,100,14.616,1601610826,JM
501,Victor Harbor,-35.57,138.62,29.0,25,0,33.480000000000004,1601610827,AU
502,Keffi,8.85,7.87,21.760000000000048,91,100,0.54,1601610828,NG
503,Camabatela,-8.19,15.38,16.79000000000002,98,99,5.58,1601610829,AO
504,Nouadhibou,20.93,-17.03,22.0,78,0,31.319999999999997,1601610831,MR
505,Dali,25.7,100.18,23.900000000000034,55,74,7.5600000000000005,1601610831,CN
506,Agirish,61.92,63.02,9.220000000000027,85,42,16.740000000000002,1601610836,RU
507,Cavalcante,-13.8,-47.46,22.970000000000027,33,0,6.803999999999999,1601610838,BR
508,Udachny,66.42,112.4,-4.0,62,0,10.8,1601610844,RU
509,Lompoc,34.64,-120.46,23.33000000000004,40,1,7.5600000000000005,1601610845,US
510,Norman Wells,65.28,-126.83,6.0,87,75,5.4,1601610849,CA
511,Longmont,40.17,-105.1,12.0,50,1,3.024,1601610745,US
512,Inírida,3.87,-67.92,23.680000000000007,96,100,1.476,1601610851,CO
513,City of San Pedro,14.35,121.02,31.0,74,75,7.5600000000000005,1601610852,PH
514,Cassilândia,-19.11,-51.73,28.99000000000001,22,44,11.088000000000001,1601610854,BR
515,Moerai,-22.43,-151.33,24.230000000000018,85,80,21.924,1601610855,PF
516,Luchegorsk,46.48,134.26,14.900000000000034,58,100,15.264000000000001,1601610858,RU
517,Sédhiou,12.71,-15.56,26.0,94,38,7.5600000000000005,1601610860,SN
518,Biltine,14.53,20.92,27.640000000000043,56,64,8.46,1601610861,TD
519,Shar,49.59,81.05,7.160000000000025,61,0,13.32,1601610864,KZ
520,Morondava,-20.28,44.28,25.120000000000005,82,0,12.708,1601610865,MG
521,Ust-Kuyga,70.02,135.6,-0.14999999999997726,87,92,9.504000000000001,1601610866,RU
522,Meulaboh,4.14,96.13,28.210000000000036,76,96,13.068,1601610866,ID
523,Hūn,29.13,15.95,25.28000000000003,36,0,14.112,1601610867,LY
524,Sioux Lookout,50.1,-91.92,2.0,64,90,6.912,1601610868,CA
525,Marovoay,-16.1,46.63,23.0,94,20,7.5600000000000005,1601610868,MG
526,Mossamedes,-15.2,12.15,16.400000000000034,87,16,6.336,1601610869,AO
527,Yatou,37.15,122.38,21.82000000000005,57,82,9.107999999999999,1601610872,CN
528,Thunder Bay,48.4,-89.32,3.330000000000041,85,90,9.360000000000001,1601610873,CA
529,Sekoma,-24.4,23.88,12.590000000000032,35,14,11.664000000000001,1601610874,BW
530,Okha,53.57,142.95,10.879999999999995,70,27,10.188,1601610875,RU
531,Ugep,5.81,8.08,22.360000000000014,99,100,3.9240000000000004,1601610876,NG
532,Vélingara,13.15,-14.12,24.04000000000002,91,17,12.744,1601610881,SN
533,Shubarkuduk,49.14,56.49,10.990000000000009,40,0,16.776,1601610881,KZ
534,Swan River,52.11,-101.27,2.430000000000007,81,99,5.292,1601610885,CA
535,Sorong,-0.88,131.25,28.79000000000002,74,64,7.2,1601610790,ID
536,Hammerfest,70.66,23.68,8.0,87,75,16.56,1601610892,NO
537,Sola,-13.88,167.55,31.0,74,75,9.360000000000001,1601610895,VU
538,Belmonte,-15.86,-38.88,22.0,88,40,3.6,1601610897,BR
539,Beidao,34.57,105.89,11.860000000000014,74,100,5.688000000000001,1601610903,CN
540,Nyurba,63.28,118.33,3.340000000000032,68,13,13.464,1601610906,RU
541,Pailón,-17.65,-62.75,26.0,69,0,12.96,1601610907,BO
542,Enköping,59.64,17.08,12.0,87,14,12.96,1601610908,SE
543,Nara,34.69,135.8,29.439999999999998,47,20,9.360000000000001,1601610909,JP
544,Vidim,56.41,103.11,2.5100000000000477,76,55,7.632000000000001,1601610910,RU
545,Papar,5.73,115.93,31.0,70,20,9.360000000000001,1601610912,MY
546,Nālūt,30.33,10.85,24.900000000000034,21,15,15.156,1601610913,LY
547,Verkh-Chebula,56.03,87.62,4.180000000000007,77,87,8.712,1601610917,RU
548,Ubari,26.59,12.78,22.78000000000003,26,0,4.392,1601610918,LY
549,Ambilobe,-13.2,49.05,23.939999999999998,72,1,5.652,1601610919,MG
550,Sayhāt,26.49,50.04,27.0,83,5,6.264,1601610919,SA
551,Pinawa,50.15,-95.88,0.010000000000047748,94,74,4.356,1601610922,CA
552,Punta Alta,-38.88,-62.07,6.180000000000007,72,0,18.215999999999998,1601610925,AR
553,Mabai,23.01,104.45,22.600000000000023,80,70,8.568,1601610927,CN
554,Buraidah,26.33,43.98,24.0,31,0,3.6,1601610888,SA
555,Dalvik,65.97,-18.53,-5.0,92,0,5.4,1601610930,IS
556,Khowst,33.38,69.88,23.27000000000004,17,0,4.104,1601610931,AF
557,Mormugao,15.4,73.8,28.0,78,75,7.5600000000000005,1601610935,IN
558,Nexø,55.06,15.13,15.0,87,29,12.96,1601610935,DK
559,Puerto Baquerizo Moreno,-0.9,-89.6,19.060000000000002,84,91,15.588000000000001,1601610755,EC
560,Altamont,42.21,-121.74,19.0,28,1,9.360000000000001,1601610937,US
561,Tarsus,36.92,34.88,20.0,94,40,5.796,1601610939,TR
562,Jinxiang,22.86,115.7,29.439999999999998,68,8,19.152,1601610939,CN
563,Pangnirtung,66.15,-65.71,-4.359999999999957,85,23,10.332,1601610940,CA
564,Moberly,39.42,-92.44,8.330000000000041,81,0,4.824000000000001,1601610944,US
565,Manono,-7.3,27.42,20.629999999999995,89,35,3.42,1601610945,CD
566,Ust'-Kan,50.93,84.76,3.6899999999999977,69,1,4.5,1601610946,RU
567,Forestville,38.85,-76.88,16.0,100,75,5.4,1601610948,US
568,Slave Lake,55.28,-114.77,12.0,66,1,7.5600000000000005,1601610949,CA
569,Daokou,35.56,114.51,25.0,48,100,11.700000000000001,1601610950,CN
570,Matagami,49.75,-77.63,2.0,100,90,11.16,1601610951,CA
571,Nísia Floresta,-6.09,-35.21,24.0,83,75,9.360000000000001,1601610953,BR
572,Talā,30.68,30.94,18.650000000000034,90,0,3.8520000000000003,1601610956,EG
573,Sinazongwe,-17.26,27.46,23.49000000000001,57,0,7.128,1601610956,ZM
574,Kutum,14.2,24.67,23.960000000000036,52,32,2.8440000000000003,1601610959,SD
575,Palmerston,-12.49,130.98,34.0,36,40,25.92,1601610959,AU
576,Vila Franca do Campo,37.72,-25.43,20.0,77,75,11.16,1601610960,PT
577,Bam,29.11,58.36,25.890000000000043,20,0,11.16,1601610962,IR
578,Krasnyy Chikoy,50.36,108.75,2.090000000000032,70,100,16.272,1601610963,RU
579,Constitución,-35.33,-72.42,7.840000000000032,79,0,12.672,1601610964,CL
580,Nikel,69.41,30.22,7.0,75,90,14.76,1601610965,RU
581,Blackwater,-23.58,148.88,30.610000000000014,31,1,8.784,1601610971,AU
582,Berdigestyakh,62.1,126.7,2.82000000000005,75,0,4.176,1601610971,RU
583,‘Āhuimanu,21.44,-157.84,29.0,69,20,14.76,1601610972,US
584,Alaca,40.17,34.84,11.870000000000005,81,3,2.196,1601610975,TR
585,Whitehorse,60.72,-135.05,10.0,57,20,9.360000000000001,1601610694,CA
586,Padang,-0.95,100.35,25.29000000000002,84,100,8.676,1601610827,ID
587,Kotovo,50.32,44.8,11.129999999999995,60,81,20.340000000000003,1601610982,RU
588,Saint-François,46.42,3.91,13.0,82,100,18.36,1601610983,FR
589,Natal,-5.79,-35.21,24.0,83,75,9.360000000000001,1601610984,BR
590,Komatipoort,-25.43,31.95,17.220000000000027,88,93,19.656,1601610766,ZA
591,Marawi,8.0,124.29,28.890000000000043,78,68,4.824000000000001,1601610985,PH
592,Madang,-5.22,145.8,27.52000000000004,86,100,13.5,1601610990,PG
593,Severnyy-Kospashskiy,59.09,57.8,5.0,100,95,4.104,1601610996,RU
594,Den Helder,52.96,4.76,10.0,93,90,11.16,1601610997,NL
595,Dwārka,22.24,68.97,28.730000000000018,70,9,16.38,1601610998,IN
596,Kiunga,-6.12,141.29,29.129999999999995,69,95,7.344,1601610999,PG
597,Mbanza-Ngungu,-5.25,14.87,20.960000000000036,84,94,11.988000000000001,1601611001,CD
598,Gannan,47.91,123.5,12.57000000000005,73,100,11.016,1601611003,CN
599,Saint Anthony,45.02,-93.22,7.220000000000027,65,75,7.5600000000000005,1601610807,US
